Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
360	-540.1859	-569.1021	28.9162	0.244086	0.427548	0.572451	0.755915	2.691652	0.0894259	0.10715	0.107798	0.0876864	0.148989	0.0140856	0.218896	0.00792514	0.102332	0.0615046	0.261648	0.0653557	0.115778	0.257597	0.0981367	0.266636	0.0305099	0.24284	0.160125	0.00253173	0.0454233	0.0549131	0.206234	0.161595	0.223557	0.0554966	0.0373593	0.0094144	0.0609422	0.00667052	0.705337	0.162048	0.125945	0.160577	0.409835	0.757079	1.32087	2.44	6.22755	1.322481	0.0270833	0.0324512	0.0326474	0.0265565	0.0451223	0.00426594	0.0662942	0.00240019	0.0309921	0.0186271	0.0792419	0.0197934	0.0350642	0.0780151	0.0297214	0.0807526	0.00924015	0.073546	0.0484949	0.000766752	0.0137568	0.0166308	0.0624596	0.0489402	0.0677059	0.0168075	0.0113145	0.00285122	0.0184568	3.301886
396	-535.2826	-563.1987	27.91615	0.352432	0.461107	0.538893	0.647568	8.902021	0.0507861	0.00155983	0.0131648	0.0179168	0.0454946	0.0134218	0.18762	0.0103387	0.0260776	0.084442	0.163824	0.0696611	0.0506004	0.0895993	0.00938368	0.252123	0.00162675	0.09269	0.0968283	0.00432034	0.033092	0.00709593	0.00982984	0.114341	0.0570482	0.0509939	0.012034	0.0356162	0.153069	0.386574	0.0782975	0.295585	0.239543	0.0469055	0.224881	0.6278	1.59286	4.4468	21.3195	2.212316	0.0289446	0.000888997	0.00750303	0.0102113	0.0259288	0.0076495	0.10693	0.00589234	0.0148624	0.0481261	0.0933684	0.039702	0.0288387	0.0510654	0.00534805	0.143693	0.000927136	0.0528269	0.0551854	0.0024623	0.0188601	0.00404419	0.00560233	0.0651663	0.0325136	0.029063	0.00685853	0.0202988	0.0872386	1.754598
432	-535.0304	-566.1747	31.14437	0.274914	0.437894	0.562106	0.725087	3.601234	0.0149326	0.0453815	0.0257713	0.0219245	0.073882	0.0420171	0.0765484	0.00348497	0.0330445	0.0189286	0.0592367	0.0426389	0.0346998	0.100438	0.0108326	0.0407316	0.00068608	0.0267707	0.0487488	0.00133933	0.0669193	0.0334868	0.015348	0.0506099	0.0513527	0.0112656	0.0259363	0.00822528	0.0697174	0.151799	0.525061	0.248804	0.0743355	0.0706095	0.274529	0.668113	1.49675	3.64261	14.1624	1.91656	0.0141554	0.0430198	0.0244302	0.0207835	0.070037	0.0398304	0.0725646	0.00330361	0.0313248	0.0179435	0.0561539	0.0404199	0.032894	0.0952109	0.0102688	0.0386119	0.000650375	0.0253775	0.0462118	0.00126963	0.0634367	0.0317441	0.0145492	0.0479761	0.0486802	0.0106793	0.0245865	0.00779722	0.0660892	1.054899
468	-544.0008	-565.6383	21.63745	0.366948	0.465145	0.534856	0.633051	11.0378	0.108867	0.34107	0.340386	0.0263464	0.587101	0.0361789	0.201393	0.0310734	0.254327	0.200117	0.340318	0.106595	0.306769	0.0631283	0.155798	0.514929	0.0372158	0.26861	0.114598	0.300969	0.376321	0.338561	0.0544889	0.0687037	0.0517519	0.33068	0.142708	0.00640515	0.409529	0.41816	0.31064	0.185427	0.0857733	0.539379	0.740021	0.910346	1.09848	1.35131	1.85398	0.4463764	0.0178035	0.0557766	0.0556647	0.00430852	0.0960109	0.00591648	0.0329346	0.00508155	0.0415912	0.032726	0.0556536	0.0174318	0.0501672	0.0103236	0.0254783	0.0842083	0.00608605	0.0439268	0.0187407	0.0492186	0.0615413	0.0553662	0.00891078	0.0112354	0.00846319	0.0540774	0.0233376	0.00104746	0.0669719	6.114939
504	-539.3293	-567.5228	28.19346	0.292161	0.443358	0.556643	0.707838	4.293718	0.013763	0.0643793	0.0488693	0.0477239	0.132504	0.00594418	0.385704	0.0283103	0.00978683	0.245469	0.0344905	0.130245	0.0281048	0.235799	0.0230279	0.121854	0.115704	0.0671472	0.0207767	0.0120057	0.149431	0.181737	0.171108	0.0707087	0.0599941	0.0215667	0.148617	0.00316219	0.0684477	0.0746619	0.580032	0.283879	0.0614269	0.044284	0.218661	0.62233	1.60686	4.57329	22.5815	2.253901	0.00520071	0.0243273	0.0184665	0.0180337	0.05007	0.00224615	0.145748	0.0106978	0.0036982	0.0927566	0.0130331	0.0492161	0.0106201	0.0891024	0.00870166	0.0460454	0.0437217	0.0253733	0.00785099	0.00453665	0.0564661	0.0686737	0.0646573	0.026719	0.0226703	0.0081495	0.0561585	0.00119491	0.0258647	2.646379
540	-542.6501	-560.2386	17.58848	0.441851	0.485079	0.51492	0.55815	59.36308	0.0246013	0.0510543	0.000677864	0.0941742	0.131249	0.0446233	0.421487	0.0133685	0.0344266	0.0332938	0.0890672	0.626488	0.20678	0.358031	0.00249786	0.691922	0.0524919	0.0728866	0.0962559	0.2297	0.021457	0.280972	0.114036	0.0533254	0.299759	0.0416857	0.348821	0.047945	0.0509981	0.055538	0.203627	0.724935	0.0158993	0.0922543	0.312767	0.695854	1.43708	3.19726	10.8396	1.723222	0.00542586	0.0112601	0.000149504	0.0207703	0.0289473	0.00984177	0.0929599	0.00294845	0.00759286	0.00734302	0.019644	0.138173	0.0456059	0.0789645	0.000550907	0.152605	0.0115772	0.0160753	0.0212295	0.0506608	0.00473238	0.061969	0.0251508	0.011761	0.0661124	0.00919387	0.0769332	0.0105744	0.0112477	4.534075
576	-539.5823	-571.7464	32.16404	0.183256	0.404042	0.595958	0.816744	1.602608	0.0286011	0.00240035	0.0670344	0.000665648	0.0942919	0.011223	0.0509798	0.0143725	0.0353371	0.00340757	0.0941199	0.119523	0.0497476	0.123072	0.0334954	0.145705	0.0506465	0.0619945	0.011003	0.0404609	0.0584581	0.0199675	0.00600065	0.0968907	0.0114214	0.0110515	0.0773178	0.0503895	0.00872741	0.227673	0.319444	0.42848	0.0244036	0.0783569	0.288827	0.67878	1.47323	3.46227	12.7621	1.841282	0.0207509	0.00174152	0.0486354	0.000482947	0.0684114	0.00814258	0.0369873	0.0104277	0.025638	0.00247229	0.0682866	0.0867175	0.0360933	0.0892922	0.0243019	0.105713	0.0367454	0.0449788	0.00798296	0.0293555	0.042413	0.014487	0.00435364	0.0702969	0.00828657	0.00801819	0.0560962	0.036559	0.00633198	1.378307
612	-527.1884	-556.6789	29.49054	0.322799	0.452607	0.547393	0.677201	6.05541	0.00839498	0.00169672	0.000483125	0.00098364	0.0242664	0.00228668	0.0132997	0.00434831	0.00200421	0.00163782	0.0173271	0.013686	0.0114794	0.0405375	0.00566893	0.0429337	0.018308	0.00951132	0.00468759	0.00924498	0.00616515	0.00645385	0.00965849	0.0143394	0.00466284	0.0150604	0.00761929	0.00639667	0.00822351	0.270968	0.0214817	0.31608	0.391471	0.0226944	0.157825	0.562142	1.77891	6.33611	44.0638	2.737278	0.0269618	0.00544929	0.00155163	0.00315912	0.0779353	0.00734404	0.0427142	0.0139653	0.00643685	0.00526012	0.0556486	0.0439546	0.0368678	0.130193	0.0182067	0.137889	0.0587989	0.0305471	0.0150549	0.0296917	0.0198004	0.0207276	0.0310198	0.0460533	0.0149754	0.0483688	0.0244705	0.0205439	0.0264111	0.3113656
648	-535.5758	-565.6201	30.04424	0.313665	0.449904	0.550095	0.686336	5.438788	0.00447217	0.0613828	0.00454748	0.0110146	0.0624732	0.0120668	0.124591	0.00758405	0.00197181	0.00931919	0.0248257	0.0417484	0.00383373	0.0271152	0.0174555	0.0831875	0.0249067	0.0327374	0.109603	0.0534416	0.0271971	0.0508345	0.0137332	0.0211887	0.0652798	0.0763091	0.0734049	0.0176455	0.00281669	0.231292	0.49596	0.129019	0.143729	0.0512949	0.234909	0.636403	1.57133	4.25696	19.4951	2.147633	0.00419258	0.0575452	0.00426318	0.010326	0.0585675	0.0113124	0.116802	0.00710991	0.00184854	0.00873657	0.0232736	0.0391384	0.00359405	0.02542	0.0163642	0.0779868	0.0233496	0.0306907	0.102751	0.0501006	0.0254968	0.0476564	0.0128747	0.019864	0.0611986	0.0715384	0.0688157	0.0165423	0.00264059	1.066688
684	-538.1778	-569.0396	30.86183	0.294519	0.444089	0.555911	0.705481	4.40207	0.0171308	0.0394734	0.0329854	0.00596076	0.107933	0.0125388	0.142659	0.0253237	0.00267046	0.00282379	0.0203891	0.102173	0.0913788	0.116569	0.0893704	0.0640929	0.0205792	0.0457386	0.0350463	0.0232199	0.074365	0.0669342	0.00125742	0.0227609	0.011363	0.0388835	0.0391023	0.0210113	0.0295927	0.366364	0.248859	0.280567	0.10421	0.123569	0.36068	0.727495	1.37458	2.77254	8.09264	1.511904	0.0131439	0.0302867	0.0253086	0.0045735	0.0828135	0.00962065	0.109457	0.01943	0.00204896	0.00216661	0.0156439	0.0783941	0.070112	0.0894393	0.068571	0.0491764	0.0157898	0.0350937	0.0268899	0.0178159	0.0570579	0.0513565	0.000964774	0.0174637	0.00871847	0.0298341	0.0300019	0.0161213	0.0227055	1.303326
720	-527.7041	-558.7063	31.00222	0.267919	0.435618	0.564383	0.73208	3.363102	0.0167012	0.0108458	0.0210305	0.0128914	0.0309313	0.0129513	0.0671198	0.0311351	0.00857513	0.00115932	0.0834004	0.0459044	0.0844597	0.108169	0.0372413	0.205828	0.0107636	0.0282886	0.00518983	0.137517	7.83025e-05	0.0634737	0.058191	0.0227936	0.0153493	0.0617463	0.0336954	0.0627936	0.111094	0.0649177	0.634526	0.173733	0.126824	0.0834817	0.297891	0.685355	1.4591	3.35693	11.9787	1.795472	0.0120211	0.00780659	0.0151373	0.00927897	0.0222637	0.00932206	0.0483113	0.0224104	0.00617219	0.000834451	0.0600297	0.0330409	0.0607922	0.0778577	0.0268055	0.148151	0.00774737	0.0203615	0.00373552	0.0989817	5.63604e-05	0.0456869	0.0418846	0.0164063	0.0110481	0.0444436	0.0242532	0.0451974	0.0799627	1.389318
756	-538.3983	-566.3901	27.99171	0.331641	0.455184	0.544815	0.66836	6.749979	0.0739935	0.173726	0.0370929	0.0311815	0.177487	0.0458665	0.104059	0.0713665	0.0380585	0.0515161	0.0784942	0.0286911	0.296385	0.315029	0.0499147	0.296129	0.163687	0.0794015	0.114321	0.0521212	0.000400412	0.0740438	0.0645934	0.0928204	0.0346726	0.0972487	0.0674525	0.0636027	0.138552	0.0382557	0.247125	0.633724	0.080895	0.245315	0.503927	0.807503	1.23839	1.98442	4.07638	1.016064	0.0254106	0.0596604	0.0127383	0.0107083	0.0609521	0.0157514	0.0357356	0.0245085	0.01307	0.0176915	0.0269563	0.00985302	0.101784	0.108186	0.0171416	0.101696	0.0562131	0.0272679	0.0392599	0.0178993	0.000137508	0.0254279	0.0221825	0.0318761	0.0119072	0.0333969	0.0231644	0.0218423	0.0475811	2.911908
792	-532.2743	-559.6583	27.38401	0.345247	0.459081	0.540918	0.654754	8.059882	0.0295433	0.0900579	0.139644	0.0293158	0.0304459	0.00893486	0.203544	0.0149672	0.0163163	0.0946535	0.418327	0.0434768	0.032414	0.0678495	0.0378029	0.175537	0.0949665	0.151555	0.014028	0.180461	0.00300531	0.291131	0.0248918	0.0264433	0.138736	0.142212	0.0821162	0.0293567	0.0632325	0.392125	0.0994312	0.422253	0.0861916	0.112674	0.344804	0.71735	1.39402	2.9002	8.87515	1.578644	0.0110444	0.0336669	0.0522041	0.0109593	0.0113818	0.00334018	0.0760921	0.00559529	0.00609964	0.035385	0.156386	0.0162532	0.0121175	0.0253646	0.0141321	0.0656223	0.0355019	0.0566569	0.00524418	0.0674628	0.00112349	0.108836	0.00930547	0.00988546	0.0518646	0.0531639	0.0306981	0.0109746	0.0236386	2.674965
828	-537.8825	-570.2845	32.40199	0.101286	0.359948	0.640052	0.898714	0.8200278	0.00964048	0.0206022	0.0200772	0.0138217	0.12692	0.00458203	0.0904495	0.0222322	0.0195876	0.0290225	0.0345741	0.0959768	0.0557564	0.103536	0.000734972	0.0452538	0.0199976	0.0689411	0.0316723	0.0638045	0.00219551	0.0610009	0.126506	0.123622	0.0164782	0.0291713	0.0155368	0.0200677	0.0130304	0.0582781	0.695697	0.242634	0.00339142	0.0334639	0.190736	0.596359	1.67684	5.24285	29.8829	2.456473	0.00750353	0.0160354	0.0156268	0.0107579	0.0987865	0.00356636	0.0704001	0.0173041	0.0152457	0.0225893	0.0269103	0.0747022	0.0433973	0.0805857	0.000572055	0.0352227	0.0155648	0.0536593	0.0246517	0.0496614	0.00170885	0.0474792	0.098464	0.0962198	0.0128256	0.0227051	0.0120929	0.0156194	0.010142	1.284791
864	-533.188	-564.3739	31.18593	0.212398	0.415921	0.584078	0.787603	2.040837	0.0280811	0.0498503	0.0357939	0.0416938	0.230811	0.0222611	0.189419	0.0253629	0.12308	0.0349498	0.11798	0.0828752	0.0428389	0.0391587	0.0296734	0.240221	0.0385723	0.0151977	0.0695859	0.18604	0.0313953	0.00934048	0.0870521	0.043226	0.0817684	0.0484389	0.0723984	0.00673329	0.0750646	0.00832485	0.948385	0.011354	0.0319365	0.133999	0.375219	0.73652	1.35774	2.66511	7.46276	1.453314	0.0133792	0.0237511	0.0170539	0.0198649	0.10997	0.0106063	0.0902483	0.0120841	0.0586414	0.0166518	0.0562115	0.0394857	0.0204105	0.0186571	0.0141378	0.114453	0.0183777	0.0072409	0.0331541	0.0886383	0.0149582	0.00445026	0.0414758	0.0205949	0.0389584	0.0230786	0.0344941	0.00320806	0.0357644	2.098865
900	-530.8443	-559.4155	28.57119	0.339212	0.457363	0.542637	0.660788	7.437936	0.003586	0.00646486	0.00146723	0.00294145	0.0249627	0.0411762	0.181477	0.0184198	0.0275077	0.0877824	0.0425829	0.0716381	0.0834133	0.0849414	0.0200366	0.165438	0.00705627	0.0939905	0.134589	0.0650306	0.127835	0.0175556	0.00309159	0.0270331	0.0259794	0.141281	0.0498101	0.151459	0.0709761	0.124406	0.394406	0.12514	0.356047	0.0652036	0.264069	0.660065	1.515	3.78689	15.3366	1.974151	0.00201515	0.00363292	0.000824505	0.00165294	0.0140278	0.0231389	0.101981	0.010351	0.0154579	0.0493292	0.0239294	0.0402569	0.046874	0.0477327	0.0112595	0.0929675	0.00396526	0.0528178	0.0756323	0.0365438	0.0718367	0.00986533	0.00173732	0.0151912	0.0145991	0.0793927	0.0279907	0.0851119	0.0398849	1.779523
936	-527.4686	-557.1027	29.63416	0.246402	0.428355	0.571644	0.753598	2.748823	0.0240739	0.0579091	0.00177413	0.0012782	0.166851	0.00504031	0.0944052	0.00130095	0.0143328	0.0489222	0.076356	0.119326	0.0517081	0.0661608	0.00869947	0.27331	0.121142	0.137025	0.140126	0.0472448	0.0936408	0.107165	0.0599903	0.073175	0.0544494	0.169112	0.0228626	0.158908	0.0898514	0.0553744	0.809944	0.0566393	0.0780423	0.0456374	0.221895	0.625187	1.59952	4.50664	21.9119	2.232134	0.0105304	0.0253305	0.000776038	0.000559109	0.0729836	0.00220472	0.0412946	0.000569058	0.00626943	0.0213995	0.0333995	0.0521954	0.0226181	0.0289399	0.00380531	0.119551	0.0529897	0.0599371	0.0612939	0.0206657	0.0409602	0.046876	0.0262409	0.0320081	0.0238172	0.0739728	0.0100005	0.0695092	0.0393026	2.286141
